,0
0,-95.17453261345617
1,-77.03155255948394
2,-69.81317253617777
3,-62.07747875462095
4,-63.29757373601876
5,-64.37564819122377
6,-67.74032643508622
7,-73.21527761337678
8,-76.95322891405196
9,-80.46032700765483
10,-80.88713694805901
11,-81.82293126700372
12,-79.44092857651597
13,-78.92042325312899
14,-79.2299960077314
15,-80.64322577829753
16,-78.00763325288506
17,-78.2540476605267
18,-78.94452022030077
19,-79.62892892342128
20,-79.11525434474498
21,-77.81959960479823
22,-76.85401618541593
23,-76.7146659075546
24,-79.75336556188931
25,-78.01479573922423
26,-77.88753478128616
27,-79.38216084220308
28,-78.72586152585474
29,-77.71972673357062
30,-78.45613165344054
31,-79.41580045136126
32,-79.20123662038381
33,-79.41561928114122
34,-80.25031094432543
35,-79.69378094209584
36,-79.97801154479049
37,-80.25515867155102
38,-80.42748273440375
39,-81.55803285370303
40,-80.91234152947237
41,-81.0127182981077
42,-81.24741594057838
43,-81.2174443285524
44,-80.23520429067881
45,-81.23046628463126
46,-81.54344020710204
47,-81.616252528392
48,-81.16393977692655
49,-81.69695468951942
50,-81.81832562963682
51,-81.62627883412611
52,-81.94603852745841
53,-82.57814819982116
54,-82.35493681270162
55,-82.32659969257452
56,-82.80724021360082
57,-82.37083978390376
58,-82.69415438111591
59,-83.62764692317897
60,-83.430039865328
61,-83.01037703060237
62,-82.52293981457163
63,-82.26774817671303
64,-81.97199602890628
65,-81.690970237434
66,-81.82429985302502
67,-82.02335734311009
68,-81.98363066496167
69,-82.22660922245207
70,-82.35845442188747
71,-82.38460308749481
72,-82.40466956569112
73,-82.76412320462389
74,-82.52753357472828
75,-82.47302136211322
76,-82.73304703126118
77,-82.38878614038455
78,-82.44033571684574
79,-82.00549199113804
80,-81.92408515098596
81,-82.32268818246537
82,-82.13516040321257
83,-82.92295523306049
84,-82.48798073631687
85,-82.42633502534713
86,-82.53698982874363
87,-82.59800385868834
88,-82.64759059046058
89,-82.78114875322724
90,-82.46097330811313
91,-82.39301120540375
92,-82.27119188364996
93,-82.00112484059622
94,-81.80861788506934
95,-82.01899489802416
96,-82.15902425632099
97,-82.52219921980543
98,-82.24901674412232
99,-82.21967881008828
100,-81.72889357381922
101,-81.95168986494583
102,-81.9284529586632
103,-82.22603279484896
104,-82.23402343625644
105,-82.43358269835099
106,-82.63991486152841
107,-82.20937669793557
108,-81.80352242292687
109,-81.44105749415336
110,-81.31754403034842
111,-81.11552204077792
112,-81.26111617955837
113,-81.21804985213156
114,-81.02839164674735
115,-80.95004471676707
116,-81.26318514225645
117,-81.19215244564207
118,-81.27636000891893
119,-81.04721859221479
120,-80.91672810775229
121,-81.2648931240762
122,-81.35622890078471
123,-81.59602718410207
124,-80.57501556130424
125,-81.40456399982472
126,-81.87108302251644
127,-81.29526551069432
128,-81.7227436612247
129,-82.06033632130378
130,-81.62828052263876
131,-81.10164049897145
132,-80.8025147604661
133,-80.58019933215215
134,-80.24628559303348
135,-80.48445544307745
136,-80.31714340735624
137,-80.37518038819864
138,-80.45540809183935
139,-80.44803084299905
140,-80.55936829227565
141,-80.30090176952221
142,-80.69513199713926
143,-80.90426856987668
144,-81.60701877564648
145,-80.9906748289977
146,-80.66148398176902
147,-80.37423915123321
148,-80.53115699192274
